Course Code,Course Number,Titles
SPM,305,Principles of Sport Hospitality Management
SPM,315,Sport Finance
SPM,324,Sport Sponsorship and Promotion
SPM,325,Sport Communications
SPM,327,Human Development and Sport
SPM,340,"Sports, Media and Society"
SPM,345,Technology in Sport Management
SPM,346,Sport in American Society
SPM,350,Sports Ticket Sales
SPM,356,Olympic Sport Management
SPM,357,Olympic Odyssey
SPM,358,Sport Management LA Immersion
SPM,365,Sport Economics
SPM,380,International Course
SPM,381,International Sports Relations
SPM,395,Psycho-Social Issues of Sport
SPM,415,Sport Law
SPM,437,Sport Venue Management
SPM,444,Sports Marketing Management
SPM,446,Senior Seminar in Sport Revenue Management and Operations
SPM,449,Technologies in Game Day Operations
SPM,455,Senior Sport Management Capstone
SPM,470,Experience Credit
SPM,480,International Course
SPM,490,Independent Study
SPM,499,Honors Capstone Project
STA,321,Flat (Stained) Glass Workshop
STA,350,"Introduction to Glass Casting, Fusing and Slumping"
STA,500,Selected Topics
STS,101,"Introduction to Science, Technology, and Society"
STS,203,Introduction to Technology
STS,380,International Course
STS,410,Science and Technology in the Modern World
STT,101,Introduction to Statistics
SWA,101,Kiswahili I
SWA,102,Kiswahili II
SWA,201,Kiswahili III
SWA,202,Kiswahili IV
SWA,280,International Course
SWK,115,Introduction to Social Work
SWK,201,Social Work Practice Skills Laboratory I
SWK,202,Social Work Practice Skills Laboratory II
SWK,301,Foundations of Social Work Practice
SWK,314,Social Welfare Policy and Services I
SWK,315,Social Welfare Policy and Services II
SWK,326,Persons in Social Context
SWK,328,Human Diversity in Social Contexts
SWK,357,Processes of Aging
SWK,361,Foundations of Social Work Research
SWK,400,Selected Topics
SWK,401,Strategies of Social Work Intervention I
SWK,402,Strategies of Social Work Intervention II
SWK,403,Social Work and the Human-Animal Bond
SWK,427,Introduction to Military Culture and Social Work Practice
SWK,435,Field Practicum I
SWK,436,Field Seminar I
SWK,437,LGBTQ Health and Well Being
SWK,443,Aging in the Context of Family Life
SWK,445,Field Practicum II
SWK,446,Field Seminar II
SWK,450,Topics in Gerontology
SWK,458,Practice and Policy in Adult Corrections
SWK,470,Experience Credit
SWK,482,Introduction to Equine Assisted Activities and Therapies
SWK,490,Independent Study
SWK,499,Honors Capstone Project
SXP,150,Saxophone/Non Music Maj
SXP,155,Saxophone/Music Majors
SXP,156,Saxophone/Music Majors
SXP,250,Saxophone/Non Music Maj
SXP,255,Saxophone/Music Majors
SXP,256,Saxophone/Music Majors
SXP,350,Saxophone/Non Music Maj
SXP,355,Saxophone/Music Majors
SXP,356,Saxophone/Music Majors
SXP,359,Saxophone/Perform Honors
SXP,450,Saxophone/Non Music Maj
SXP,455,Saxophone/Music Majors
SXP,456,Saxophone/Music Majors
SXP,459,Saxophone/Perform Honors
SXP,550,Saxophone/Non Music Maj
SXP,555,Saxophone/Music Majors
SXP,556,Saxophone/Music Majors
TML,180,International Course
TRB,140,Trombone/Non Music Majors
TRB,145,Trombone/Music Majors
TRB,146,Trombone/Music Majors
TRB,240,Trombone/Non Music Majors
TRB,245,Trombone/Music Majors
TRB,246,Trombone/Music Majors
TRB,340,Trombone/Non Music Majors
TRB,345,Trombone/Music Majors
TRB,346,Trombone/Music Majors
TRB,349,Trombone/Perform Honors
TRB,440,Trombone/Non Music Majors
TRB,445,Trombone/Music Majors
TRB,446,Trombone/Music Majors
TRB,449,Trombone/Perform Honors
TRB,540,Trombone/Non Music Majors
TRB,545,Trombone/Music Major
TRB,546,Trombone/Music Major
TRF,205,"Sight, Sound and Motion"
TRF,211,Screenwriting
TRF,235,"Principles and Practices: Television-Radio, Film Industries"
TRF,300,Selected Topics
TRF,340,Topics in Critical and Historical Perspectives
TRF,400,Selected Topics
TRF,421,Feature Film Writing
TRF,422,Comedy Writing
TRF,424,Script Development
TRF,442,Television Production Workshop
TRF,448,Producing Radio: On Air to Online
TRF,450,Advanced Practice: Special Projects
TRF,451,Filmmaking
TRF,453,Short-form Production
TRF,454,Music Recording
TRF,456,Sound for Picture
TRF,457,Music Underscoring
TRF,458,Radio Practicum
TRF,459,Documentary Production
TRF,461,Advanced Management Seminar
TRF,462,Advanced TV Production
TRF,467,Screenwriting Master Class
TRF,468,Advanced Audio
TRF,469,Advanced Filmmaking
TRF,483,Communications Industry Frontiers
TRF,499,Honors Capstone Project
TRF,500,Selected Topics
TRF,510,Specialized Practice
TRF,530,Popular Culture Studies
TRF,545,Television & Radio Performance
TRF,560,Topics in International Perspectives
TRF,592,Film Business
TRF,594,Television Business
TRF,595,Programming and Audience Analysis
TRK,100,Selected Topics
TRK,101,Turkish I
TRK,102,Turkish II
TRK,180,International Course
TRK,201,Turkish III
TRK,202,Turkish IV
TRM,151,TransMedia Colloquium (History)
TRM,152,TransMedia Colloquium (Theory)
TRM,153,Studio Concepts
TRM,154,Interconnected Studios
TRM,251,Intermediate TransMedia Studio
TRM,310,"Literacy, Community and Media"
TRM,316,Introduction to Visual Culture
TRM,351,Advanced Transmedia Studio
TRM,401,Physical Computing Research
TRM,451,TransMedia Synthesis
TRM,511,Art & Environment: Animals
TRM,512,Art & Environment: Food
TRP,110,Trumpet/Non Music Majors
TRP,115,Trumpet/Music Majors
TRP,116,Trumpet/Music Majors
TRP,210,Trumpet/Non Music Majors
TRP,215,Trumpet/Music Majors
TRP,216,Trumpet/Music Majors
TRP,310,Trumpet/Non Music Majors
TRP,315,Trumpet/Music Majors
TRP,316,Trumpet/Music Majors
TRP,319,Trumpet/Perform Honors
TRP,410,Trumpet/Non Music Majors
TRP,415,Trumpet/Music Majors
TRP,416,Trumpet/Music Majors
TRP,419,Trumpet/Perform Honors
TRP,490,Independent Study
TRP,510,Trumpet/Non Music Majors
TRP,515,Trumpet/Music Major
TRP,516,Trumpet/Music Major
TXT,211,Patterns of Repeat
TXT,221,Handweaving
TXT,290,Independent Study
TXT,312,Interior Furnishings
TXT,313,Dyework Design
TXT,314,Textile Handprinting
TXT,315,Digital Fabric Printing
TXT,316,Computer-Aided Pattern Design
TXT,322,Dyeing to Weave
TXT,323,Experimental Textiles and Materials
TXT,324,Textiles Synthesis
TXT,325,Interlocking Fibers and Materials
TXT,326,Environmental Textiles
TXT,327,Textiles in Context
TXT,380,International Course
TXT,400,Selected Topics
TXT,470,Experience Credit
TXT,490,Independent Study
TXT,537,Advanced Computer-Aided Pattern Design
URP,100,Selected Topics
URP,150,Undergraduate Research I
URP,250,Introduction to Undergraduate Research II
URP,270,Experience Credit
URP,450,Advanced Undergraduate Research
URP,470,Experience Credit
VCO,130,Cello/Non Music Majors
VCO,135,Cello/Music Majors
VCO,136,Cello/Music Majors
VCO,230,Cello/Non Music Majors
VCO,235,Cello/Music Majors
VCO,236,Cello/Music Majors
VCO,330,Cello/Non Music Majors
VCO,335,Cello/Music Majors
VCO,336,Cello/Music Majors
VCO,339,Cello/Perform Honors
VCO,430,Cello/Non Music Majors
VCO,435,Cello/Music Majors
VCO,436,Cello/Music Majors
VCO,439,Cello/Perform Honors
VCO,530,Cello/Non Music Majors
VCO,535,Cello/Music Majors
VCO,536,Cello/Music Majors
VID,211,Video Sketchbook
VID,212,Intro Art Video
VID,270,Experience Credit
VID,280,International Course
VID,310,Studies in Art Video
VID,311,Intermediate Art Video
VID,312,Intermediate Art Video II
VID,313,Advanced Post-Production Techniques
VID,411,Advanced Art Video
VID,412,Art Video:Thesis Project
VID,499,Honors Capstone Project
VID,510,Video Art History
VLA,120,Viola/Non Music Majors
VLA,125,Viola/Music Majors
VLA,126,Viola/Music Majors
VLA,220,Viola/Non Music Majors
VLA,225,Viola/Music Majors
VLA,226,Viola/Music Majors
VLA,320,Viola/Non Music Majors
VLA,325,Viola/Music Majors
VLA,326,Viola/Music Majors
VLA,329,Viola/Perform Honors
VLA,420,Viola/Non Music Majors
VLA,425,Viola/Music Majors
VLA,426,Viola/Music Majors
VLA,429,Viola/Perform Honors
VLA,520,Viola/Non Music Majors
VLA,525,Viola/Music Majors
VLA,526,Viola/Music Majors
VLN,110,Violin/Non Music Majors
VLN,115,Violin/Music Majors
VLN,116,Violin/Music Majors
VLN,210,Violin/Non Music Majors
VLN,215,Violin/Music Majors
VLN,216,Violin/Music Majors
VLN,310,Violin/Non Music Majors
VLN,315,Violin/Music Majors
VLN,316,Violin/Music Majors
VLN,319,Violin/Perform Honors
VLN,410,Violin/Non Music Majors
VLN,415,Violin/Music Majors
VLN,416,Violin/Music Majors
VLN,419,Violin/Perform Honors
VLN,499,Honors Capstone Project
VLN,510,Violin/Non Music Majors
VLN,515,Violin/Music Major
VLN,516,Violin/Music Major
VIS,201,Introduction to Photography for Multimedia
VIS,207,Introduction to Graphic Design
VIS,208,Introductory Graphics Laboratory
VIS,251,Still Photography for Broadcast Journalism
VIS,261,Videography for Broadcast Journalism
VIS,301,Video and Photography
VIS,304,"Foundations in Camera, Light and Concept"
VIS,317,Typographic Design
VIS,324,Light and Concept
VIS,327,Type and Image Design
VIS,361,Visual News Reporting
VIS,402,Essentials for Visual Communicators
VIS,403,Video Storytelling
VIS,405,Photographic Storytelling
VIS,423,Advanced Video Storytelling: How to be a Multimedia Rock Star
VIS,425,Visual Editing and Project Development
VIS,434,Commercial & Advertising Photography and Multimedia
VIS,439,Advanced Projects
VIS,442,Professional Practices for Visual Communicators
VIS,443,The Art of Editing
VIS,444,Advanced Light and Concept
VIS,447,Motion Design
VIS,457,User Interface and User Experience (UI/UX) Design
VIS,467,Immersive Design
VIS,469,Portfolio Review
VIS,484,Commercial & Advertising Photo Capstone
VIS,485,Multimedia and Photojournalism Capstone
VIS,487,Graphic Design Capstone
VIS,489,Photography and Multimedia Capstone
VIS,490,Independent Study
VIS,499,Honors Capstone Project
VIS,501,Photography and Multimedia for Non-Majors
VIS,507,Intermediate Design and Production for Non-Majors
VIS,508,Basic Photo/Video Lab
VIS,527,Publication Design
VIS,528,Advanced Photo/Video Lab
VIS,544,Fashion and Portraiture
VOC,110,Voice/Non Music Major
VOC,115,Voice/Music Majors
VOC,116,Voice/Music Majors
VOC,210,Voice/Non Music Majors
VOC,215,Voice/Music Majors
VOC,216,Voice/Music Majors
VOC,310,Voice/Non Music Major
VOC,315,Voice/Music Majors
VOC,316,Voice/Music Majors
VOC,319,Voice/Perform Honors
VOC,410,Voice/Non Music Majors
VOC,415,Voice/Music Majors
VOC,416,Voice/Music Major
VOC,419,Voice/Perform Honors
VOC,499,Honors Capstone Project
VOC,510,Voice/Non Music Majors
VOC,515,Voice/Music Majors
VOC,516,Voice/Music Majors
VOC,520,Vocal Coaching
VPA,270,Experience Credit
WGS,101,Introduction to Women’s and Gender Studies
WGS,192,Gender and Literary Texts
WGS,201,Transnational Feminist Studies
WGS,230,Intergroup Dialogue
WGS,240,Topics in Contemporary Feminisms
WGS,248,Ethnic Inequalities and Intergroup Relations
WGS,258,Poverty and Discrimination in America
WGS,281,Sociology of Families
WGS,297,Philosophy of Feminism
WGS,300,Selected Topics
WGS,301,Feminist Theories
WGS,303,Black Women Writers
WGS,305,Sociology of Sex and Gender
WGS,306,Sexuality in Spain
WGS,307,African Women Writers
WGS,309,"Race, Gender and Sexuality in the African Diaspora"
WGS,310,Feminist Inquiries
WGS,317,Qualitative Methods in Sociology
WGS,318,American Social Movements
WGS,319,Gender and Politics
WGS,324,Modern South Asian Cultures
WGS,325,Economics and Gender
WGS,326,Persons in Social Context
WGS,327,Africa Through the Novel
WGS,328,Human Diversity in Social Contexts
WGS,329,Biopsychological Perspectives on Women’s Health
WGS,335,American Social and Cultural History
WGS,341,"Women, Abolition, and Religion in 19th Century America"
WGS,342,Women in America: 17th Century to the Civil War
WGS,343,Latina Feminist Theories
WGS,349,Women in America: Civil War to Present
WGS,354,"Gender, Militarism, and War"
WGS,355,Sociology-of Health and Illness
WGS,358,Economics of US Poverty and Discrimination
WGS,360,Topics in Reading Gender and Sexualities
WGS,362,"Youth, Schooling and Popular Culture"
WGS,363,Anthropology of Family Life
WGS,364,Aging and Society
WGS,365,Negotiating Difference:Coming of Age Narratives
WGS,367,Gender in a Globalizing World
WGS,371,Gender in Latin American History
WGS,379,"Gender, Race, and Colonialism"
WGS,381,Italian and European Theater 1500-1700
WGS,384,"Goddesses, Women and Power in Hinduism"
WGS,389,LGBT History
WGS,395,Gender and Popular Culture
WGS,396,Women and the American Frontier
WGS,400,Selected Topics
WGS,403,African and Caribbean Women Writers
WGS,404,Family and Gender in Renaissance Italy
WGS,408,The Practice of Eros:A History of Sexuality in Europe (1400-1800)
WGS,409,A History of Witchcraft
WGS,410,Advanced Studies in Feminist Thought
WGS,412,French Women Writers
WGS,413,Identity and Difference
WGS,414,Communication & Gender
WGS,417,History of Women in Spain
WGS,422,Work and Family in the 21st Century
WGS,425,Feminist Organizations
WGS,427,New York City: Black Women Domestic Workers
WGS,429,"Politics, Gender and Race in the Contemporary Spanish Short Story"
WGS,432,Gender and Disability
WGS,433,"Race, Class, and Gender"
WGS,435,Sexual Politics
WGS,436,Feminist Rhetoric(s)
WGS,438,Trans Genders and Sexualities
WGS,439,"Women, Gender and Violence in a Transnational Context"
WGS,441,Topics in Feminist Philosophy
WGS,443,Intersectional Feminist Disability Studies
WGS,444,Schooling & Diversity
WGS,445,"The Caribbean: Sex Workers, Transnational Capital, and Tourism"
WGS,447,Sexualities and Genders in World Teen Culture
WGS,449,Women in Art
WGS,451,"Visual Culture Past and Present: Gender, Religion and Politics"
WGS,452,Feminism and Postcolonial Studies
WGS,453,"Feminisms, Sexualities, and Human Rights in Middle Eastern Societies"
WGS,454,Family and Gender in Contemporary Italy
WGS,455,Culture and AIDS
WGS,456,LGBT Studies in Sociology
WGS,457,"Gender, Politics, Society in Europe (1400-1800)"
WGS,462,Culture and Reproductive Health and Medicine
WGS,465,Beyond the Veil: Gender Politics in Islam
WGS,473,"Women, Rap and Hip-Hop Feminism"
WGS,475,"Women, Myth and Nation in Latin American Literature"
WGS,479,"Power, Conflict, Violence, and the Family"
WGS,480,International Course
WGS,490,Independent Study
WGS,492,Work and Inequality
WGS,494,Music and Gender
WGS,498,Senior Project in Women’s & Gender Studies
WGS,499,Honors Capstone Project
WGS,500,Selected Topics
WGS,512,African American Women’s History
WGS,513,Toni Morrison: Black Book Seminar
WGS,525,Economics and Gender
WGS,553,Women and Social Change
WGS,555,"Food, Culture and Environment"
WGS,576,"Gender, Place, and Space"
WRT,104,Introduction to College-Level Writing
WRT,105,Studio 1: Practices of Academic Writing
WRT,109,Studio 1: Practices of Academic Writing (Honors)
WRT,114,Writing Culture
WRT,120,Writing Enrichment
WRT,180,International Course
WRT,205,Studio 2: Critical Research and Writing
WRT,207,Writing in the Workplace
WRT,209,Studio 2: Critical Research and Writing (Honors)
WRT,220,Writing Enrichment
WRT,255,Advanced Argumentative Writing
WRT,280,International Course
WRT,301,Advanced Writing Studio: Civic Writing
WRT,302,Advanced Writing Studio: Digital Writing
WRT,303,Advanced Writing Studio: Research and Writing
WRT,307,Advanced Writing Studio: Professional Writing
WRT,308,Advanced Writing Studio: Style
WRT,320,Writing Enrichment
